globaleventid,eventtimedate,mentiontimedate,mentiontype,mentionsourcename,mentionidentifier,sentenceid,actor1charoffset,actor2charoffset,actioncharoffset,inrawtext,confidence,mentiondoclen,mentiondoctone,mentiondoctranslationinfo,extras
669671005,20170701234500,20170701234500,1,alhayat.com,http://www.alhayat.com/Articles/22644422/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7-%D9%88%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D9%88%D8%AF%D9%91%D8%B9%D8%A7-%D9%87%D9%84%D9%85%D9%88%D8%AA-%D9%83%D9%88%D9%84,4,2649,-1,2600,0,20,2834,0.7299270072992701,srclc:ara;eng:GT-ARA 1.0,
669671006,20170701234500,20170701234500,1,alhayat.com,http://www.alhayat.com/Articles/22644422/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7-%D9%88%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D9%88%D8%AF%D9%91%D8%B9%D8%A7-%D9%87%D9%84%D9%85%D9%88%D8%AA-%D9%83%D9%88%D9%84,4,2646,2611,2600,0,40,2834,0.7299270072992701,srclc:ara;eng:GT-ARA 1.0,
669477827,20170701000000,20170701234500,1,rj.gov.br,http://www.rj.gov.br/web/imprensa/exibeconteudo?article-id=3624890,2,2729,-1,2748,1,100,3189,1.30434782608696,srclc:por;eng:GT-POR 1.0,
669477827,20170701000000,20170701234500,1,almrsd.co,http://www.almrsd.co/Egy/230490/%D8%A7%D9%84%D8%A8%D8%AA%D8%B1%D9%88%D9%84-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9-%D9%85%D8%A7-%D8%B2%D8%A7%D9%84%D8%AA-%D8%AA%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%86%D8%B3%D8%A8%D8%A9-37-,2,507,-1,523,1,100,1971,4.68227424749164,srclc:ara;eng:GT-ARA 1.0,
669477827,20170701000000,20170701234500,1,lasprovincias.es,http://www.lasprovincias.es/politica/consell-juridic-frena-20170702001315-ntvo.html,2,1054,-1,978,1,100,6423,-1.21722846441948,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477827,20170701000000,20170701234500,1,elmethaq.net,http://www.elmethaq.net/Egy/234132/%D8%A7%D9%84%D8%A8%D8%AA%D8%B1%D9%88%D9%84-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9-%D9%85%D8%A7-%D8%B2%D8%A7%D9%84%D8%AA-%D8%AA%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%86%D8%B3%D8%A8%D8%A9-37-,2,480,-1,496,1,100,1926,4.76190476190477,srclc:ara;eng:GT-ARA 1.0,
669664604,20170701230000,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352525,1,818,-1,869,1,100,1099,1.8072289156626498,srclc:spa;eng:GT-SPA 1.0,
669477828,20170701000000,20170701234500,1,fasopresse.net,http://www.fasopresse.net/election-presidentielle-2015?5e90491fecb379c63acce1d6f2f74023=a2386a947a08e9cfb45ee80e1de47279,2,1513,-1,1524,1,100,3381,2.7368421052631597,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669477829,20170701000000,20170701234500,1,fasopresse.net,http://www.fasopresse.net/politique/5804-vie-de-la-nation-les-gardiens-de-la-tradition-a-kosyam?5e90491fecb379c63acce1d6f2f74023=a2386a947a08e9cfb45ee80e1de47279,7,1191,-1,1214,1,100,2700,3.2967032967033,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669671007,20170701234500,20170701234500,1,observador.pt,http://observador.pt/opiniao/17-de-junho-o-dia-em-que-o-governo-desapareceu/,1,295,-1,313,1,20,6774,-1.6007532956685502,srclc:por;eng:GT-POR 1.0,
669644916,20170701194500,20170701234500,1,pskov.kp.ru,http://www.pskov.kp.ru/online/news/2793827/,6,1163,-1,1173,1,100,2048,1.6759776536312898,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669477841,20170701000000,20170701234500,1,kaliningrad.kp.ru,http://www.kaliningrad.kp.ru/daily/26699.7/3723289/,50,18188,-1,18198,1,100,22998,-2.82762370853725,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669477841,20170701000000,20170701234500,1,nnov.kp.ru,http://www.nnov.kp.ru/online/news/2793827/,6,1163,-1,1173,1,100,1999,0.0,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669477841,20170701000000,20170701234500,1,kaliningrad.kp.ru,http://www.kaliningrad.kp.ru/online/news/2793827/,6,1163,-1,1173,1,100,2047,-1.3812154696132601,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669487988,20170701010000,20170701234500,1,iraqakhbar.com,http://www.iraqakhbar.com/iraq-news/272167/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%AA%D9%88%D8%B6%D8%AD-%D8%A7%D8%B3%D8%A8%D8%A7%D8%A8-%D8%AA%D8%B1%D8%AF%D9%8A-%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84,5,719,-1,733,1,100,2596,-4.594594594594599,srclc:ara;eng:GT-ARA 1.0,
669520504,20170701040000,20170701234500,1,kem.kp.ru,http://www.kem.kp.ru/online/news/2793827/,6,1163,-1,1173,1,100,2040,1.6806722689075602,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669477846,20170701000000,20170701234500,1,stav.kp.ru,http://www.stav.kp.ru/online/news/2793827/,6,1163,-1,1173,1,100,2011,0.0,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669477847,20170701000000,20170701234500,1,portafolio.co,http://www.portafolio.co/economia/la-carta-con-la-que-el-exdirector-de-la-unidad-anticorrupcion-de-la-fiscalia-pide-perdon-al-pais-507325,4,736,-1,751,1,100,1844,-5.2805280528052805,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669620046,20170701161500,20170701234500,1,intoleranciadiario.com,http://intoleranciadiario.com/detalle_noticia/157067/politica/solicitara-barbosa-que-pgr-atraiga-homicidio-de-meztli-sarabia,7,1248,-1,1187,1,60,4994,-0.23094688221708998,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671008,20170701234500,20170701234500,1,tvzvezda.ru,http://tvzvezda.ru/news/vstrane_i_mire/content/201707020003-ynee.htm,5,874,-1,894,1,100,1766,-6.69014084507043,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669671008,20170701234500,20170701234500,1,kaliningrad.kp.ru,http://www.kaliningrad.kp.ru/daily/26699.7/3723289/,41,16129,-1,16149,1,100,22998,-2.82762370853725,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669473569,20170701000000,20170701234500,1,elheraldodechihuahua.com.mx,https://www.elheraldodechihuahua.com.mx/republica/justicia-republica/657051-ejecutan-a-excomandante-de-pgje-en-coahuila,9,1575,-1,1525,1,100,1940,-4.26829268292683,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671009,20170701234500,20170701234500,1,swr.de,https://www.swr.de/swraktuell/rp/trauerfeier-fuer-altkanzler-das-war-der-abschied-von-helmut-kohl/-/id=1682/did=19819432/nid=1682/40agcw/,12,3760,-1,3790,1,60,4410,-4.18994413407822,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669473570,20170701000000,20170701234500,1,globo.com,http://g1.globo.com/mg/sul-de-minas/noticia/jovem-encontrada-com-sinais-de-violencia-em-rio-e-enterrada-em-serrania-mg.ghtml,8,1639,-1,1657,1,100,2264,-6.266318537859,srclc:por;eng:GT-POR 1.0,
669671010,20170701234500,20170701234500,1,amosnews.ro,http://www.amosnews.ro/topul-evenimentelor-saptamanii-26-iunie-2-iulie-2017-07-02,17,5779,-1,5793,1,100,11068,-1.34803921568627,srclc:ron;eng:GT-RON 1.0,
669477859,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa728396557713aKJsCvH,21,9500,-1,9511,1,60,14781,-7.77153558052435,srclc:ara;eng:GT-ARA 1.0,
669477866,20170701000000,20170701234500,1,addustour.com,http://addustour.com/./articles/963869-%D8%B9%D9%85%D9%80%D9%80%D8%A7-%D9%8A%D8%B3%D9%85%D9%80%D9%80%D9%89-%C2%AB%D9%86%D9%82%D9%80%D9%80%D9%84-%D8%B9%D9%80%D9%80%D8%A7%D9%85%C2%BB-!!?s=88af22c632728735de4f92d6c7768d9b,4,1368,-1,1407,1,100,3772,-3.6630036630036606,srclc:ara;eng:GT-ARA 1.0,
669477866,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa728396557713aKJsCvH,21,9499,-1,9504,0,40,14781,-7.77153558052435,srclc:ara;eng:GT-ARA 1.0,
669480384,20170701001500,20170701234500,1,estrategiaynegocios.net,http://www.estrategiaynegocios.net/centroamericaymundo/1085598-330/venezuela-oposici%C3%B3n-march%C3%B3-tras-tres-meses-de-protestas-contra-maduro,26,3861,-1,3884,1,100,4992,-6.3670411985018704,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671011,20170701234500,20170701234500,1,hs.fi,http://www.hs.fi/politiikka/art-2000005275959.html,1,131,-1,141,1,100,4927,-0.6802721088435401,srclc:fin;eng:GT-FIN 1.0,
669473589,20170701000000,20170701234500,1,elsiglodetorreon.com.mx,https://www.elsiglodetorreon.com.mx/noticia/1356195.sin-fecha-para-hacer-publica-3-de-3-en-durango.html,2,236,-1,192,1,100,883,0.0,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477875,20170701000000,20170701234500,1,elespectador.com,http://www.elespectador.com/noticias/bogota/docentes-de-bogota-podrian-volver-paro-si-no-se-resuelve-lio-con-la-reposicion-de-clases-articulo-701040,5,775,-1,793,1,100,2563,2.09302325581396,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669518803,20170701034500,20170701234500,1,estrategiaynegocios.net,http://www.estrategiaynegocios.net/centroamericaymundo/1085598-330/venezuela-oposici%C3%B3n-march%C3%B3-tras-tres-meses-de-protestas-contra-maduro,29,4234,-1,4146,1,100,4992,-6.3670411985018704,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671012,20170701234500,20170701234500,1,tribunnews.com,http://wartakota.tribunnews.com/2017/07/02/pegiat-literasi-ini-tak-pernah-menyangka-akan-terima-kartu-lebaran-dari-presiden-jokowi,8,1292,-1,1256,1,100,2646,3.54430379746836,srclc:ind;eng:GT-IND 1.0,
669578930,20170701113000,20170701234500,1,dn.pt,http://www.dn.pt/portugal/interior/quando-escreve-para-um-jornal-victor-hugo-quer-falar-com-um-povo-8606940.html,16,4129,-1,4107,1,60,6302,0.10362694300517998,srclc:por;eng:GT-POR 1.0,
669562940,20170701091500,20170701234500,1,pskov.kp.ru,http://www.pskov.kp.ru/online/news/2793817/,10,1248,-1,1260,1,100,1736,-9.5940959409594,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669562940,20170701091500,20170701234500,1,rt.com,https://russian.rt.com/ussr/article/404965-italiya-ukraina-donbass-ubistvo,36,5104,-1,5116,1,100,7007,-4.42477876106195,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669562940,20170701091500,20170701234500,1,stav.kp.ru,http://www.stav.kp.ru/online/news/2793772/,5,238,-1,250,1,100,1594,1.15830115830116,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669562940,20170701091500,20170701234500,1,kem.kp.ru,http://www.kem.kp.ru/online/news/2793772/,5,238,-1,250,1,100,1699,1.39372822299652,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669562940,20170701091500,20170701234500,1,kaliningrad.kp.ru,http://www.kaliningrad.kp.ru/daily/26699.7/3723289/,60,21054,-1,21066,1,100,22998,-2.82762370853725,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669562940,20170701091500,20170701234500,1,nnov.kp.ru,http://www.nnov.kp.ru/online/news/2793772/,5,238,-1,250,1,100,1728,2.14285714285714,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669562940,20170701091500,20170701234500,1,pskov.kp.ru,http://www.pskov.kp.ru/online/news/2793772/,5,238,-1,250,1,100,1761,-4.4776119402985,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669644923,20170701194500,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532219/%D8%A7%D9%84%D8%B5%D8%AF%D8%B1-%D9%8A%D8%B7%D9%84%D9%82-%D8%A7%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%81-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A-%D9%88%D9%8A%D9%82%D8%AA%D8%B1%D8%A8-%D9%85%D9%86-%D8%A7%D8%A6%D8%AA%D9%84,3,1095,-1,1017,1,100,6920,1.1482254697286,srclc:ara;eng:GT-ARA 1.0,
669671013,20170701234500,20170701234500,1,albayan.ae,http://www.albayan.ae/one-world/arabs/2017-07-02-1.2992545,6,2519,-1,2506,1,100,4236,1.6207455429497502,srclc:ara;eng:GT-ARA 1.0,
669477904,20170701000000,20170701234500,1,fasopresse.net,http://www.fasopresse.net/politique/5512-loi-de-finances-2017-les-deputes-donnent-leur-quitus-au-gouvernement?5e90491fecb379c63acce1d6f2f74023=a2386a947a08e9cfb45ee80e1de47279,9,1669,-1,1636,1,100,4434,0.68212824010914,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669477912,20170701000000,20170701234500,1,bukla.si,http://www.bukla.si/knjigarna/books.php?on_sale=1&book_id=26488&osCsid=2me8ujsgnluei274f9rnfn5m01,4,1525,-1,1579,1,100,2803,-3.92156862745098,srclc:slv;eng:GT-SLV 1.0,
669477178,20170701000000,20170701234500,1,paginasiete.bo,http://www.paginasiete.bo/nacional/2017/7/1/agradece-maradona-elogiarlo-143096.html,3,197,-1,217,1,60,1163,2.5,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671014,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/world/news/404972-avstriya-migrant-ubil,5,956,-1,946,1,100,1016,-1.1235955056179798,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669625038,20170701164500,20170701234500,1,estrategiaynegocios.net,http://www.estrategiaynegocios.net/centroamericaymundo/1085598-330/venezuela-oposici%C3%B3n-march%C3%B3-tras-tres-meses-de-protestas-contra-maduro,30,4367,-1,4291,1,100,4992,-6.3670411985018704,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671015,20170701234500,20170701234500,1,amosnews.ro,http://www.amosnews.ro/topul-evenimentelor-saptamanii-26-iunie-2-iulie-2017-07-02,6,474,-1,462,1,100,11068,-1.34803921568627,srclc:ron;eng:GT-RON 1.0,
669658669,20170701214500,20170701234500,1,alghad.com,http://www.alghad.com/articles/1693362-%D8%B3%D9%86%D8%AF%D8%A7%D8%AA-%D9%88%D8%A3%D8%B0%D9%88%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D8%AE%D8%B2%D9%8A%D9%86%D8%A9-%D8%AA%D9%86%D8%AE%D9%81%D8%B6-34?s=ea39cd9035b326adfa788c999742dce5,1,418,-1,455,1,100,2284,0.8875739644970401,srclc:ara;eng:GT-ARA 1.0,
669658669,20170701214500,20170701234500,1,alghad.com,http://www.alghad.com/./articles/1693362-%D8%B3%D9%86%D8%AF%D8%A7%D8%AA-%D9%88%D8%A3%D8%B0%D9%88%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D8%AE%D8%B2%D9%8A%D9%86%D8%A9-%D8%AA%D9%86%D8%AE%D9%81%D8%B6-34?s=8fb4b467c050eaeb63c476dd97b0417e,1,418,-1,455,1,100,2284,0.8875739644970401,srclc:ara;eng:GT-ARA 1.0,
669477928,20170701000000,20170701234500,1,acento.com.do,http://acento.com.do/2017/actualidad/8470798-economista-dice-obras-de-odebrecht-durante-gobierno-de-hipolito-no-sufrieron-modificaciones/,11,3004,-1,2992,1,100,3333,-1.32075471698113,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669660433,20170701220000,20170701234500,1,alarab-news.com,http://www.alarab-news.com/alam-hawaa/article628561,1,725,-1,743,1,100,3535,4.03225806451613,srclc:ara;eng:GT-ARA 1.0,
669658670,20170701214500,20170701234500,1,ammonnews.net,http://www.ammonnews.net/article/320958,1,1235,-1,1247,1,100,4107,-6.1962134251290895,srclc:ara;eng:GT-ARA 1.0,
669658670,20170701214500,20170701234500,1,addustour.com,http://addustour.com/./articles/963853-%D9%85%D8%B9-%D8%B3%D8%A8%D9%82-%D8%A7%D9%84%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D9%83-%D9%88%D8%A7%D9%84%D8%AA%D8%B1%D8%AF%D8%AF?s=88af22c632728735de4f92d6c7768d9b,1,1120,-1,1132,1,100,4064,-6.44599303135888,srclc:ara;eng:GT-ARA 1.0,
669671016,20170701234500,20170701234500,1,elpais.com,http://elpais.com/elpais/2017/06/30/opinion/1498839243_131034.html,6,2371,-1,2401,1,60,3193,0.17543859649121998,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669540293,20170701060000,20170701234500,1,efe.com,https://www.efe.com/efe/brasil/brasil/janot-diz-que-cumpriu-com-sua-miss-o-ao-apresentar-denuncia-contra-temer/50000239-3313812,3,836,-1,873,1,100,2044,-5.86319218241042,srclc:por;eng:GT-POR 1.0,
669671017,20170701234500,20170701234500,1,turkiyegazetesi.com.tr,http://www.turkiyegazetesi.com.tr/yasam/485980.aspx,2,640,-1,695,1,100,1025,-7.94701986754964,srclc:tur;eng:GT-TUR 1.0,
669480427,20170701001500,20170701234500,1,elnahar-news.com,http://www.elnahar-news.com/mex/487830.html,6,1340,-1,1356,1,100,2317,4.23728813559323,srclc:ara;eng:GT-ARA 1.0,
669646923,20170701200000,20170701234500,1,goettinger-tageblatt.de,http://www.goettinger-tageblatt.de/Welt/Politik/Deutschland-Welt/Der-lange-Abschied-vom-europaeischen-Patrioten,14,4891,-1,4881,0,40,5673,-0.10256410256411,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669607995,20170701150000,20170701234500,1,goettinger-tageblatt.de,http://www.goettinger-tageblatt.de/Welt/Politik/Deutschland-Welt/Der-lange-Abschied-vom-europaeischen-Patrioten,14,4891,-1,4881,1,60,5673,-0.10256410256411,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669664619,20170701230000,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532217/%D9%85%D8%AD%D8%A7%D9%81%D8%B8-%D8%A7%D9%84%D9%86%D8%AC%D9%81-%D9%8A%D8%B9%D9%84%D9%86-%D9%88%D9%81%D8%A7%D8%A9-%D9%85%D8%AA%D8%B8%D8%A7%D9%87%D8%B1-%D8%A2%D8%AE%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D8%AA%D8%AC%D9%88,9,3399,-1,3417,1,60,5307,-6.63841807909604,srclc:ara;eng:GT-ARA 1.0,
669658674,20170701214500,20170701234500,1,addustour.com,http://addustour.com/./articles/963844-%D9%84%D8%A7-%D8%AA%D9%82%D9%88%D9%84%D9%88%D8%A7-%D8%A3%D8%BA%D9%84%D8%A8%D9%8A%D8%A9-%D8%B5%D8%A7%D9%85%D8%AA%D8%A9?s=88af22c632728735de4f92d6c7768d9b,7,4204,-1,4215,1,100,5066,-1.01651842439645,srclc:ara;eng:GT-ARA 1.0,
669570162,20170701100000,20170701234500,1,africatime.com,http://fr.africatime.com/db/sept-ans-apres-proces-de-laffaire-madoff-la-beninoise,10,3806,-1,3848,1,100,4796,-3.5110533159947996,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669570162,20170701100000,20170701234500,1,tv5monde.com,http://information.tv5monde.com/afrique/nouveau-report-du-proces-icc-services-l-affaire-madoff-la-beninoise-178369,13,4956,-1,4998,1,100,5746,-4.58515283842795,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669477951,20170701000000,20170701234500,1,aleqtisady.com,http://www.aleqtisady.com/egyptnews/tw-1009790,2,101,-1,129,1,100,893,-8.69565217391304,srclc:ara;eng:GT-ARA 1.0,
669628907,20170701171500,20170701234500,1,suedkurier.de,http://www.suedkurier.de/nachrichten/politik/news/Trump-setzt-Tiraden-gegen-US-Moderatoren-fort,4,1077,-1,1087,0,20,1661,-7.279693486590039,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669628907,20170701171500,20170701234500,1,wzonline.de,http://www.wzonline.de/nachrichten/politik/newsdetails/artikel/trump-setzt-tiraden-gegen-us-moderatoren-fort.html,4,1197,-1,1207,0,20,1761,-6.93430656934307,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669636934,20170701181500,20170701234500,1,suedkurier.de,http://www.suedkurier.de/nachrichten/politik/news/Trump-setzt-Tiraden-gegen-US-Moderatoren-fort,4,1077,-1,1087,0,20,1661,-7.279693486590039,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669636934,20170701181500,20170701234500,1,wzonline.de,http://www.wzonline.de/nachrichten/politik/newsdetails/artikel/trump-setzt-tiraden-gegen-us-moderatoren-fort.html,4,1197,-1,1207,0,20,1761,-6.93430656934307,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669568855,20170701094500,20170701234500,1,finanznachrichten.de,http://www.finanznachrichten.de/nachrichten-2017-07/41103993-postengeschacher-bei-der-deutschen-bahn-auf-hochtouren-003.htm,3,609,-1,618,1,100,1984,0.61919504643962,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669658676,20170701214500,20170701234500,1,ammonnews.net,http://www.ammonnews.net/article/320958,1,1235,-1,1254,1,100,4107,-6.1962134251290895,srclc:ara;eng:GT-ARA 1.0,
669658676,20170701214500,20170701234500,1,addustour.com,http://addustour.com/./articles/963853-%D9%85%D8%B9-%D8%B3%D8%A8%D9%82-%D8%A7%D9%84%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D9%83-%D9%88%D8%A7%D9%84%D8%AA%D8%B1%D8%AF%D8%AF?s=88af22c632728735de4f92d6c7768d9b,1,1120,-1,1139,1,100,4064,-6.44599303135888,srclc:ara;eng:GT-ARA 1.0,
669628908,20170701171500,20170701234500,1,suedkurier.de,http://www.suedkurier.de/nachrichten/politik/news/Trump-setzt-Tiraden-gegen-US-Moderatoren-fort,4,1077,-1,1087,1,60,1661,-7.279693486590039,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669628908,20170701171500,20170701234500,1,wzonline.de,http://www.wzonline.de/nachrichten/politik/newsdetails/artikel/trump-setzt-tiraden-gegen-us-moderatoren-fort.html,4,1197,-1,1207,1,60,1761,-6.93430656934307,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669490773,20170701010000,20170701234500,1,estrategiaynegocios.net,http://www.estrategiaynegocios.net/centroamericaymundo/1085598-330/venezuela-oposici%C3%B3n-march%C3%B3-tras-tres-meses-de-protestas-contra-maduro,29,4234,-1,4248,1,100,4992,-6.3670411985018704,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477957,20170701000000,20170701234500,1,lapagina.com.sv,http://www.lapagina.com.sv/internacionales/129662/2017/07/01/Fiscal-venezolana-pide-proteccion-internacional--,4,587,-1,601,1,100,4701,-5.2424639580602905,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671018,20170701234500,20170701234500,1,sydsvenskan.se,https://www.sydsvenskan.se/2017-07-02/annu-en-prideparad-forbjuden,2,432,-1,466,1,100,1878,-3.81944444444445,srclc:swe;eng:GT-SWE 1.0,
669671018,20170701234500,20170701234500,1,gp.se,http://www.gp.se/nyheter/v%C3%A4rlden/%C3%A4nnu-en-prideparad-f%C3%B6rbjuden-1.4403928,2,513,-1,547,1,100,2289,-3.35570469798657,srclc:swe;eng:GT-SWE 1.0,
669664621,20170701230000,20170701234500,1,stav.kp.ru,http://www.stav.kp.ru/daily/26699.7/3723289/,10,10177,-1,10151,1,100,12760,-3.24499729583558,srclc:rus;eng:GT-RUS 1.0,
669664621,20170701230000,20170701234500,1,nnov.kp.ru,http://www.nnov.kp.ru/daily/26699.7/3723289/,10,10177,-1,10151,1,100,12760,-3.24499729583558,srclc:rus;eng:GT-RUS 1.0,
669664621,20170701230000,20170701234500,1,kem.kp.ru,http://www.kem.kp.ru/daily/26699.7/3723289/,10,10177,-1,10151,1,100,12760,-3.24499729583558,srclc:rus;eng:GT-RUS 1.0,
669500597,20170701013000,20170701234500,1,dominio.fm,http://dominio.fm/suman-86-muertos-protestas-venezuela/,2,192,-1,171,1,100,3058,-4.04624277456648,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671019,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/world/news/404971-maravi-evakuaciya-lyudi,2,584,-1,594,1,100,1439,-6.3559322033898304,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669646930,20170701200000,20170701234500,1,goettinger-tageblatt.de,http://www.goettinger-tageblatt.de/Welt/Politik/Deutschland-Welt/Der-lange-Abschied-vom-europaeischen-Patrioten,14,4891,-1,4872,0,20,5673,-0.10256410256411,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669646931,20170701200000,20170701234500,1,goettinger-tageblatt.de,http://www.goettinger-tageblatt.de/Welt/Politik/Deutschland-Welt/Der-lange-Abschied-vom-europaeischen-Patrioten,14,4891,-1,4872,0,20,5673,-0.10256410256411,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669608018,20170701150000,20170701234500,1,goettinger-tageblatt.de,http://www.goettinger-tageblatt.de/Welt/Politik/Deutschland-Welt/Der-lange-Abschied-vom-europaeischen-Patrioten,14,4891,-1,4872,1,60,5673,-0.10256410256411,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669671020,20170701234500,20170701234500,1,ndtv.com,https://khabar.ndtv.com/news/india/i-am-a-fighter-and-i-am-sure-that-many-will-join-me-in-this-fight-meira-kumar-1719416,1,2,-1,40,1,100,3090,-3.20284697508896,srclc:hin;eng:GT-HIN 1.0,
